Name,Description,Latitude,Longitude,Type
Entrance #76510,"Type: Entrance, Accuracy: 2.17935m",25.3918959757203,51.5251471370491,Entrance
Entrance #76511,"Type: Entrance, Accuracy: 10.9224444444444m",25.2512026175164,51.5138987298447,Entrance
Entrance #76512,"Type: Entrance, Accuracy: 9.3018125m",25.3250825,51.5297373935102,Entrance
Entrance #76513,"Type: Entrance, Accuracy: 4.5637m",25.3302083981295,51.4684993854611,Entrance
Entrance #76514,"Type: Entrance, Accuracy: 1.1972m",25.2778734034815,51.4819070750035,Entrance
Entrance #76515,"Type: Entrance, Accuracy: 9.25766666666667m",25.2020467644791,51.5501615098339,Entrance
Entrance #76516,"Type: Entrance, Accuracy: 8.3906m",25.1947485898658,51.5079688652551,Entrance
Entrance #76517,"Type: Entrance, Accuracy: 5.15075m",25.4452342107843,51.441838066451,Entrance
Entrance #76518,"Type: Entrance, Accuracy: 5.8785m",25.1472139797832,51.5821496178991,Entrance
Entrance #76519,"Type: Entrance, Accuracy: 12.36125m",25.3221178778012,51.4447143192125,Entrance
Entrance #76520,"Type: Entrance, Accuracy: 2.02635m",25.2142351047495,51.4828951226214,Entrance
Entrance #76521,"Type: Entrance, Accuracy: 3.61245m",25.2242035252993,51.5401542505131,Entrance
Entrance #76522,"Type: Entrance, Accuracy: 4.81805m",25.3276532981359,51.3523188328587,Entrance
Entrance #76523,"Type: Entrance, Accuracy: 4.99931578947369m",25.32608372233,51.423575,Entrance
Entrance #76524,"Type: Entrance, Accuracy: 7.31m",25.2996197035894,51.488120257181,Entrance
Entrance #76525,"Type: Entrance, Accuracy: 4.34095m",25.2523996033552,51.4033343375944,Entrance
Entrance #76526,"Type: Entrance, Accuracy: 7.31m",25.2610136,51.4217338666456,Entrance
Entrance #76527,"Type: Entrance, Accuracy: 7.750625m",25.3282281477985,51.351054999684095,Entrance
Entrance #76528,"Type: Entrance, Accuracy: 5.0296875m",25.2449482,51.4828959,Entrance
Entrance #76529,"Type: Entrance, Accuracy: 2.90455m",25.3159930536707,51.4748323309297,Entrance
Entrance #76530,"Type: Entrance, Accuracy: 7.31m",25.3104500018215,51.5032034303766,Entrance
Entrance #76531,"Type: Entrance, Accuracy: 7.31m",25.2310929048747,51.5040142481092,Entrance
Entrance #76532,"Type: Entrance, Accuracy: 3.99555m",25.3461167038203,51.4665448734883,Entrance
Entrance #76533,"Type: Entrance, Accuracy: 3.37525m",25.3704247901489,51.4835711222797,Entrance
Entrance #76534,"Type: Entrance, Accuracy: 4.31975m",25.3914359242791,51.4473687314651,Entrance
Entrance #76535,"Type: Entrance, Accuracy: 4.54165m",25.3444881923767,51.3811943420261,Entrance
Entrance #76536,"Type: Entrance, Accuracy: 7.31m",25.2201720952073,51.4719063203066,Entrance
Entrance #76537,"Type: Entrance, Accuracy: 7.31m",25.3470517019124,51.3868902728617,Entrance
Entrance #76538,"Type: Entrance, Accuracy: 4.09331578947368m",25.1522466971407,51.5991729956646,Entrance
Entrance #76540,"Type: Entrance, Accuracy: 9.78407142857143m",25.2877467259886,51.5207328043972,Entrance
Entrance #76541,"Type: Entrance, Accuracy: 12.16275m",25.2664021977708,51.5186725783159,Entrance
Entrance #76542,"Type: Entrance, Accuracy: 4.7m",25.4355678021326,51.4449210488788,Entrance
Entrance #76543,"Type: Entrance, Accuracy: 11.3774m",25.2932277,51.4235037,Entrance
Entrance #76544,"Type: Entrance, Accuracy: 2.2671m",25.39858,51.4152298550289,Entrance
Entrance #76545,"Type: Entrance, Accuracy: 4.30475m",25.2976031,51.409176873947,Entrance
Entrance #76546,"Type: Entrance, Accuracy: 7.31m",25.3756408,51.5433756,Entrance
Entrance #76547,"Type: Entrance, Accuracy: 7.31m",25.1783465216258,51.5367582071807,Entrance
Entrance #76548,"Type: Entrance, Accuracy: 2.3571m",25.3036874608298,51.4751777670978,Entrance
Entrance #76549,"Type: Entrance, Accuracy: 28.5097142857143m",25.15909395,51.5237703390729,Entrance
Entrance #76550,"Type: Entrance, Accuracy: 5.4552m",25.1528317,51.5205352088745,Entrance
Entrance #76552,"Type: Entrance, Accuracy: 1.7016m",25.3553635077328,51.434808190348,Entrance
Entrance #76553,"Type: Entrance, Accuracy: 6.93695m",25.237815953283,51.5645790944061,Entrance
Entrance #76554,"Type: Entrance, Accuracy: 4.8008m",25.4168555078931,51.5003264854918,Entrance
Entrance #76555,"Type: Entrance, Accuracy: 10.878m",25.4274586847168,51.500854542773,Entrance
Entrance #76557,"Type: Entrance, Accuracy: 25.6678333333333m",25.1655102087767,51.6004568065334,Entrance
Entrance #76558,"Type: Entrance, Accuracy: 11.7826m",25.1931132969387,51.6055568110388,Entrance
Entrance #76559,"Type: Entrance, Accuracy: 4.9589m",25.244764,51.3812804,Entrance
Entrance #76560,"Type: Entrance, Accuracy: 6.02985m",25.371058298028,51.4323910020106,Entrance
Entrance #76561,"Type: Entrance, Accuracy: 5.856526315789471m",25.246530418661,51.5279526782216,Entrance
Entrance #76562,"Type: Entrance, Accuracy: 3.1697m",25.2928016035556,51.5002190450706,Entrance
Entrance #76563,"Type: Entrance, Accuracy: 3.8218947368421103m",25.2494412194404,51.5197824532284,Entrance
Entrance #76564,"Type: Entrance, Accuracy: 7.30666666666667m",25.2899844268475,51.4523619284092,Entrance
Entrance #76565,"Type: Entrance, Accuracy: 5.1647m",25.1949020061414,51.365848043247,Entrance
Entrance #76566,"Type: Entrance, Accuracy: 11.1588m",25.3510313427009,51.5155070757639,Entrance
Entrance #76567,"Type: Entrance, Accuracy: 4.302m",25.1836468810143,51.3837656053748,Entrance
Entrance #76568,"Type: Entrance, Accuracy: 3.25857894736842m",25.3074982,51.4622826,Entrance
Entrance #76569,"Type: Entrance, Accuracy: 4.286m",25.3761290880938,51.4617908,Entrance
Entrance #76570,"Type: Entrance, Accuracy: 2.25365m",25.2809405,51.4086261,Entrance
Entrance #76571,"Type: Entrance, Accuracy: 5.5945m",25.2022631,51.5581184125477,Entrance
Entrance #76572,"Type: Entrance, Accuracy: 4.41845m",25.3408437299734,51.3348048446545,Entrance
Entrance #76573,"Type: Entrance, Accuracy: 3.31305m",25.262620982624,51.5250179850021,Entrance
Entrance #76574,"Type: Entrance, Accuracy: 9.03385m",25.2332008983701,51.3815268176318,Entrance
Entrance #76575,"Type: Entrance, Accuracy: 5.86184210526316m",25.2140542007027,51.4919178079056,Entrance
Entrance #76576,"Type: Entrance, Accuracy: 3.4348m",25.2579103321488,51.3738427870443,Entrance
Entrance #76577,"Type: Entrance, Accuracy: 7.31m",25.3151994871694,51.4735962538847,Entrance
Entrance #76578,"Type: Entrance, Accuracy: 5.155m",25.1505818511913,51.5935799105734,Entrance
Entrance #76579,"Type: Entrance, Accuracy: 31.43425m",25.3218100036995,51.4973997677426,Entrance
Entrance #76580,"Type: Entrance, Accuracy: 11.7423333333333m",25.2060634046888,51.5519909868188,Entrance
Entrance #76581,"Type: Entrance, Accuracy: 20.1515m",25.2732594396263,51.5197727491277,Entrance
Entrance #76583,"Type: Entrance, Accuracy: 29.513m",25.2813665362832,51.5190851053818,Entrance
Entrance #76584,"Type: Entrance, Accuracy: 10.0717368421053m",25.4308390681985,51.5287000997141,Entrance
Entrance #76585,"Type: Entrance, Accuracy: 25.0318181818182m",25.2578341145368,51.5604571369906,Entrance
Entrance #76586,"Type: Entrance, Accuracy: 3.78155m",25.3707976645298,51.5255083326238,Entrance
Entrance #76587,"Type: Entrance, Accuracy: 8.183m",25.1905086053934,51.5021484944429,Entrance
Entrance #76588,"Type: Entrance, Accuracy: 7.79585m",25.1488384957365,51.610307796226,Entrance
Entrance #76589,"Type: Entrance, Accuracy: 4.4039m",25.3178134,51.3848883368188,Entrance
Entrance #76590,"Type: Entrance, Accuracy: 12.37205m",25.3446665847514,51.4775254559651,Entrance
Entrance #76592,"Type: Entrance, Accuracy: 7.88166666666667m",25.2046587956573,51.4474980260279,Entrance
Entrance #76593,"Type: Entrance, Accuracy: 5.489m",25.2734825279574,51.5339250958466,Entrance
Entrance #76594,"Type: Entrance, Accuracy: 8.666m",25.330713621992,51.5344403997001,Entrance
Entrance #76595,"Type: Entrance, Accuracy: 15.1192m",25.3200839055366,51.5213228662993,Entrance
Entrance #76597,"Type: Entrance, Accuracy: 5.4422m",25.3410712075908,51.4298605,Entrance
Entrance #76598,"Type: Entrance, Accuracy: 5.29345m",25.2392360266978,51.4930085461575,Entrance
Entrance #76599,"Type: Entrance, Accuracy: 5.6444m",25.2921075535521,51.4203759179497,Entrance
Entrance #76600,"Type: Entrance, Accuracy: 5.6421m",25.3528800961465,51.47493,Entrance
Entrance #76601,"Type: Entrance, Accuracy: 12.52125m",25.4102778020696,51.5089184469169,Entrance
Entrance #76602,"Type: Entrance, Accuracy: 5.3072m",25.3259339,51.5125054,Entrance
Entrance #76603,"Type: Entrance, Accuracy: 7.70335m",25.4206130937144,51.5037566096444,Entrance
Entrance #76604,"Type: Entrance, Accuracy: 5.09435m",25.2662230068479,51.4287154538281,Entrance
Entrance #76605,"Type: Entrance, Accuracy: 18.97875m",25.3331443643378,51.485643793383296,Entrance
Entrance #76606,"Type: Entrance, Accuracy: 8.0279m",25.1812577954961,51.5670448090896,Entrance
